Attribute,Commodity,CommodityType,Units,YearType,Year,Value
Supply total,Egg,Livestock/Dairy,Million dozen,Calendar year,2025/26,9964
Supply total,Egg,Livestock/Dairy,Million dozen,Calendar year,2026/27,10082
Supply total,Egg,Livestock/Dairy,Million dozen,Calendar year,2027/28,10202
Supply total,Egg,Livestock/Dairy,Million dozen,Calendar year,2028/29,10318
Beginning stocks,Oats,Crops,Million bushels,Market year,2017/18,50
Beginning stocks,Oats,Crops,Million bushels,Market year,2018/19,41
Beginning stocks,Oats,Crops,Million bushels,Market year,2019/20,36
Beginning stocks,Oats,Crops,Million bushels,Market year,2020/21,36
Beginning stocks,Oats,Crops,Million bushels,Market year,2021/22,36
Beginning stocks,Oats,Crops,Million bushels,Market year,2022/23,36
Beginning stocks,Oats,Crops,Million bushels,Market year,2023/24,35
Beginning stocks,Oats,Crops,Million bushels,Market year,2024/25,28
Beginning stocks,Oats,Crops,Million bushels,Market year,2025/26,25
Beginning stocks,Oats,Crops,Million bushels,Market year,2026/27,23
Beginning stocks,Oats,Crops,Million bushels,Market year,2027/28,25
Beginning stocks,Oats,Crops,Million bushels,Market year,2028/29,22
Domestic,Oats,Crops,Million bushels,Market year,2017/18,146
Domestic,Oats,Crops,Million bushels,Market year,2018/19,154
Domestic,Oats,Crops,Million bushels,Market year,2019/20,159
Domestic,Oats,Crops,Million bushels,Market year,2020/21,160
Domestic,Oats,Crops,Million bushels,Market year,2021/22,160
Domestic,Oats,Crops,Million bushels,Market year,2022/23,161
Domestic,Oats,Crops,Million bushels,Market year,2023/24,161
Domestic,Oats,Crops,Million bushels,Market year,2024/25,157
Domestic,Oats,Crops,Million bushels,Market year,2025/26,157
Domestic,Oats,Crops,Million bushels,Market year,2026/27,153
Domestic,Oats,Crops,Million bushels,Market year,2027/28,158
Domestic,Oats,Crops,Million bushels,Market year,2028/29,154
Ending stocks,Oats,Crops,Million bushels,Market year,2017/18,41
Ending stocks,Oats,Crops,Million bushels,Market year,2018/19,36
Ending stocks,Oats,Crops,Million bushels,Market year,2019/20,36
Ending stocks,Oats,Crops,Million bushels,Market year,2020/21,36
Ending stocks,Oats,Crops,Million bushels,Market year,2021/22,36
Ending stocks,Oats,Crops,Million bushels,Market year,2022/23,35
Ending stocks,Oats,Crops,Million bushels,Market year,2023/24,28
Ending stocks,Oats,Crops,Million bushels,Market year,2024/25,25
Ending stocks,Oats,Crops,Million bushels,Market year,2025/26,23
Ending stocks,Oats,Crops,Million bushels,Market year,2026/27,25
Ending stocks,Oats,Crops,Million bushels,Market year,2027/28,22
Ending stocks,Oats,Crops,Million bushels,Market year,2028/29,23
Exports,Oats,Crops,Million bushels,Market year,2017/18,2
Exports,Oats,Crops,Million bushels,Market year,2018/19,2
Exports,Oats,Crops,Million bushels,Market year,2019/20,2
Exports,Oats,Crops,Million bushels,Market year,2020/21,2
Exports,Oats,Crops,Million bushels,Market year,2021/22,2
Exports,Oats,Crops,Million bushels,Market year,2022/23,2
Exports,Oats,Crops,Million bushels,Market year,2023/24,2
Exports,Oats,Crops,Million bushels,Market year,2024/25,2
Exports,Oats,Crops,Million bushels,Market year,2025/26,2
Exports,Oats,Crops,Million bushels,Market year,2026/27,2
Exports,Oats,Crops,Million bushels,Market year,2027/28,2
Exports,Oats,Crops,Million bushels,Market year,2028/29,2
Farm price,Oats,Crops,Dollars per bushel,Market year,2017/18,2.59
Farm price,Oats,Crops,Dollars per bushel,Market year,2018/19,2.7
Farm price,Oats,Crops,Dollars per bushel,Market year,2019/20,2.9
Farm price,Oats,Crops,Dollars per bushel,Market year,2020/21,2.95
Farm price,Oats,Crops,Dollars per bushel,Market year,2021/22,2.95
Farm price,Oats,Crops,Dollars per bushel,Market year,2022/23,3.05
Farm price,Oats,Crops,Dollars per bushel,Market year,2023/24,3.05
Farm price,Oats,Crops,Dollars per bushel,Market year,2024/25,3
Farm price,Oats,Crops,Dollars per bushel,Market year,2025/26,3.05
Farm price,Oats,Crops,Dollars per bushel,Market year,2026/27,2.95
Farm price,Oats,Crops,Dollars per bushel,Market year,2027/28,3
Farm price,Oats,Crops,Dollars per bushel,Market year,2028/29,3
Feed & residual,Oats,Crops,Million bushels,Market year,2017/18,68
Feed & residual,Oats,Crops,Million bushels,Market year,2018/19,75
Feed & residual,Oats,Crops,Million bushels,Market year,2019/20,80
Feed & residual,Oats,Crops,Million bushels,Market year,2020/21,80
Feed & residual,Oats,Crops,Million bushels,Market year,2021/22,80
Feed & residual,Oats,Crops,Million bushels,Market year,2022/23,80
Feed & residual,Oats,Crops,Million bushels,Market year,2023/24,80
Feed & residual,Oats,Crops,Million bushels,Market year,2024/25,75
Feed & residual,Oats,Crops,Million bushels,Market year,2025/26,75
Feed & residual,Oats,Crops,Million bushels,Market year,2026/27,70
Feed & residual,Oats,Crops,Million bushels,Market year,2027/28,75
Feed & residual,Oats,Crops,Million bushels,Market year,2028/29,70
"Food, seed, & industrial",Oats,Crops,Million bushels,Market year,2017/18,78
"Food, seed, & industrial",Oats,Crops,Million bushels,Market year,2018/19,79
"Food, seed, & industrial",Oats,Crops,Million bushels,Market year,2019/20,79
"Food, seed, & industrial",Oats,Crops,Million bushels,Market year,2020/21,80
"Food, seed, & industrial",Oats,Crops,Million bushels,Market year,2021/22,80
"Food, seed, & industrial",Oats,Crops,Million bushels,Market year,2022/23,81
"Food, seed, & industrial",Oats,Crops,Million bushels,Market year,2023/24,81
"Food, seed, & industrial",Oats,Crops,Million bushels,Market year,2024/25,82
"Food, seed, & industrial",Oats,Crops,Million bushels,Market year,2025/26,82
"Food, seed, & industrial",Oats,Crops,Million bushels,Market year,2026/27,83
"Food, seed, & industrial",Oats,Crops,Million bushels,Market year,2027/28,83
"Food, seed, & industrial",Oats,Crops,Million bushels,Market year,2028/29,84
Harvested acres,Oats,Crops,Million acres,Market year,2017/18,0.8
Harvested acres,Oats,Crops,Million acres,Market year,2018/19,0.865
Harvested acres,Oats,Crops,Million acres,Market year,2019/20,1
Harvested acres,Oats,Crops,Million acres,Market year,2020/21,1
Harvested acres,Oats,Crops,Million acres,Market year,2021/22,1
Harvested acres,Oats,Crops,Million acres,Market year,2022/23,1
Harvested acres,Oats,Crops,Million acres,Market year,2023/24,0.9
Harvested acres,Oats,Crops,Million acres,Market year,2024/25,0.9
Harvested acres,Oats,Crops,Million acres,Market year,2025/26,0.9
Harvested acres,Oats,Crops,Million acres,Market year,2026/27,0.9
Harvested acres,Oats,Crops,Million acres,Market year,2027/28,0.9
Harvested acres,Oats,Crops,Million acres,Market year,2028/29,0.9
Imports,Oats,Crops,Million bushels,Market year,2017/18,89
Imports,Oats,Crops,Million bushels,Market year,2018/19,95
Imports,Oats,Crops,Million bushels,Market year,2019/20,95
Imports,Oats,Crops,Million bushels,Market year,2020/21,95
Imports,Oats,Crops,Million bushels,Market year,2021/22,95
Imports,Oats,Crops,Million bushels,Market year,2022/23,95
Imports,Oats,Crops,Million bushels,Market year,2023/24,95
Imports,Oats,Crops,Million bushels,Market year,2024/25,95
Imports,Oats,Crops,Million bushels,Market year,2025/26,95
Imports,Oats,Crops,Million bushels,Market year,2026/27,95
Imports,Oats,Crops,Million bushels,Market year,2027/28,95
Imports,Oats,Crops,Million bushels,Market year,2028/29,95
Loan rate,Oats,Crops,Dollars per bushel,Market year,2017/18,1.39
Loan rate,Oats,Crops,Dollars per bushel,Market year,2018/19,1.39
Loan rate,Oats,Crops,Dollars per bushel,Market year,2019/20,1.39
Loan rate,Oats,Crops,Dollars per bushel,Market year,2020/21,1.39
Loan rate,Oats,Crops,Dollars per bushel,Market year,2021/22,1.39
Loan rate,Oats,Crops,Dollars per bushel,Market year,2022/23,1.39
Loan rate,Oats,Crops,Dollars per bushel,Market year,2023/24,1.39
Loan rate,Oats,Crops,Dollars per bushel,Market year,2024/25,1.39
Loan rate,Oats,Crops,Dollars per bushel,Market year,2025/26,1.39
Loan rate,Oats,Crops,Dollars per bushel,Market year,2026/27,1.39
Loan rate,Oats,Crops,Dollars per bushel,Market year,2027/28,1.39
Loan rate,Oats,Crops,Dollars per bushel,Market year,2028/29,1.39
Planted acres,Oats,Crops,Million acres,Market year,2017/18,2.6
Planted acres,Oats,Crops,Million acres,Market year,2018/19,2.7
Planted acres,Oats,Crops,Million acres,Market year,2019/20,2.8
Planted acres,Oats,Crops,Million acres,Market year,2020/21,2.8
Planted acres,Oats,Crops,Million acres,Market year,2021/22,2.8
Planted acres,Oats,Crops,Million acres,Market year,2022/23,2.7
Planted acres,Oats,Crops,Million acres,Market year,2023/24,2.6
Planted acres,Oats,Crops,Million acres,Market year,2024/25,2.6
Planted acres,Oats,Crops,Million acres,Market year,2025/26,2.5
Planted acres,Oats,Crops,Million acres,Market year,2026/27,2.5
Planted acres,Oats,Crops,Million acres,Market year,2027/28,2.5
Planted acres,Oats,Crops,Million acres,Market year,2028/29,2.5
Production,Oats,Crops,Million bushels,Market year,2017/18,49
Production,Oats,Crops,Million bushels,Market year,2018/19,56
Production,Oats,Crops,Million bushels,Market year,2019/20,66
Production,Oats,Crops,Million bushels,Market year,2020/21,67
Production,Oats,Crops,Million bushels,Market year,2021/22,67
Production,Oats,Crops,Million bushels,Market year,2022/23,67.4
Production,Oats,Crops,Million bushels,Market year,2023/24,61
Production,Oats,Crops,Million bushels,Market year,2024/25,61
Production,Oats,Crops,Million bushels,Market year,2025/26,62
Production,Oats,Crops,Million bushels,Market year,2026/27,62
Production,Oats,Crops,Million bushels,Market year,2027/28,62
Production,Oats,Crops,Million bushels,Market year,2028/29,62
Returns over variable costs (net returns),Oats,Crops,Dollars per acre,Market year,2017/18,36
Returns over variable costs (net returns),Oats,Crops,Dollars per acre,Market year,2018/19,49
Returns over variable costs (net returns),Oats,Crops,Dollars per acre,Market year,2019/20,48
Returns over variable costs (net returns),Oats,Crops,Dollars per acre,Market year,2020/21,44
Returns over variable costs (net returns),Oats,Crops,Dollars per acre,Market year,2021/22,47
Returns over variable costs (net returns),Oats,Crops,Dollars per acre,Market year,2022/23,45
Returns over variable costs (net returns),Oats,Crops,Dollars per acre,Market year,2023/24,47
Returns over variable costs (net returns),Oats,Crops,Dollars per acre,Market year,2024/25,49
Returns over variable costs (net returns),Oats,Crops,Dollars per acre,Market year,2025/26,52
Returns over variable costs (net returns),Oats,Crops,Dollars per acre,Market year,2026/27,55
Returns over variable costs (net returns),Oats,Crops,Dollars per acre,Market year,2027/28,57
Returns over variable costs (net returns),Oats,Crops,Dollars per acre,Market year,2028/29,60
"Stocks/use ratio, percent",Oats,Crops,Percent,Market year,2017/18,27.7
"Stocks/use ratio, percent",Oats,Crops,Percent,Market year,2018/19,23.1
"Stocks/use ratio, percent",Oats,Crops,Percent,Market year,2019/20,22.4
"Stocks/use ratio, percent",Oats,Crops,Percent,Market year,2020/21,22.2
"Stocks/use ratio, percent",Oats,Crops,Percent,Market year,2021/22,22.2
"Stocks/use ratio, percent",Oats,Crops,Percent,Market year,2022/23,21.5
"Stocks/use ratio, percent",Oats,Crops,Percent,Market year,2023/24,17.2
"Stocks/use ratio, percent",Oats,Crops,Percent,Market year,2024/25,15.7
"Stocks/use ratio, percent",Oats,Crops,Percent,Market year,2025/26,14.5
"Stocks/use ratio, percent",Oats,Crops,Percent,Market year,2026/27,16.1
"Stocks/use ratio, percent",Oats,Crops,Percent,Market year,2027/28,13.8
"Stocks/use ratio, percent",Oats,Crops,Percent,Market year,2028/29,14.7
Supply total,Oats,Crops,Million bushels,Market year,2017/18,189
Supply total,Oats,Crops,Million bushels,Market year,2018/19,192
Supply total,Oats,Crops,Million bushels,Market year,2019/20,197
Supply total,Oats,Crops,Million bushels,Market year,2020/21,198
Supply total,Oats,Crops,Million bushels,Market year,2021/22,198
Supply total,Oats,Crops,Million bushels,Market year,2022/23,198
Supply total,Oats,Crops,Million bushels,Market year,2023/24,191
Supply total,Oats,Crops,Million bushels,Market year,2024/25,184
Supply total,Oats,Crops,Million bushels,Market year,2025/26,182
Supply total,Oats,Crops,Million bushels,Market year,2026/27,180
Supply total,Oats,Crops,Million bushels,Market year,2027/28,182
Supply total,Oats,Crops,Million bushels,Market year,2028/29,179
Total use/disposition,Oats,Crops,Million bushels,Market year,2017/18,148
Total use/disposition,Oats,Crops,Million bushels,Market year,2018/19,156
Total use/disposition,Oats,Crops,Million bushels,Market year,2019/20,161
Total use/disposition,Oats,Crops,Million bushels,Market year,2020/21,162
Total use/disposition,Oats,Crops,Million bushels,Market year,2021/22,162
Total use/disposition,Oats,Crops,Million bushels,Market year,2022/23,163
Total use/disposition,Oats,Crops,Million bushels,Market year,2023/24,163
Total use/disposition,Oats,Crops,Million bushels,Market year,2024/25,159
Total use/disposition,Oats,Crops,Million bushels,Market year,2025/26,159
Total use/disposition,Oats,Crops,Million bushels,Market year,2026/27,155
Total use/disposition,Oats,Crops,Million bushels,Market year,2027/28,160
Total use/disposition,Oats,Crops,Million bushels,Market year,2028/29,156
Variable cost of production (per acre),Oats,Crops,Dollars,Market year,2017/18,124
Variable cost of production (per acre),Oats,Crops,Dollars,Market year,2018/19,126
Variable cost of production (per acre),Oats,Crops,Dollars,Market year,2019/20,128
Variable cost of production (per acre),Oats,Crops,Dollars,Market year,2020/21,129
Variable cost of production (per acre),Oats,Crops,Dollars,Market year,2021/22,131
Variable cost of production (per acre),Oats,Crops,Dollars,Market year,2022/23,134
Variable cost of production (per acre),Oats,Crops,Dollars,Market year,2023/24,136
Variable cost of production (per acre),Oats,Crops,Dollars,Market year,2024/25,138
Variable cost of production (per acre),Oats,Crops,Dollars,Market year,2025/26,140
Variable cost of production (per acre),Oats,Crops,Dollars,Market year,2026/27,141
Variable cost of production (per acre),Oats,Crops,Dollars,Market year,2027/28,143
Variable cost of production (per acre),Oats,Crops,Dollars,Market year,2028/29,145
Variable cost of production (per bushel),Oats,Crops,Dollars,Market year,2017/18,2.02
Variable cost of production (per bushel),Oats,Crops,Dollars,Market year,2018/19,1.95
Variable cost of production (per bushel),Oats,Crops,Dollars,Market year,2019/20,1.94
Variable cost of production (per bushel),Oats,Crops,Dollars,Market year,2020/21,1.93
Variable cost of production (per bushel),Oats,Crops,Dollars,Market year,2021/22,1.96
Variable cost of production (per bushel),Oats,Crops,Dollars,Market year,2022/23,1.99
Variable cost of production (per bushel),Oats,Crops,Dollars,Market year,2023/24,2.01
Variable cost of production (per bushel),Oats,Crops,Dollars,Market year,2024/25,2.04
Variable cost of production (per bushel),Oats,Crops,Dollars,Market year,2025/26,2.03
Variable cost of production (per bushel),Oats,Crops,Dollars,Market year,2026/27,2.05
Variable cost of production (per bushel),Oats,Crops,Dollars,Market year,2027/28,2.08
Variable cost of production (per bushel),Oats,Crops,Dollars,Market year,2028/29,2.1
Yield/harvested acre,Oats,Crops,Bushels per acre,Market year,2017/18,61.7
Yield/harvested acre,Oats,Crops,Bushels per acre,Market year,2018/19,64.9
Yield/harvested acre,Oats,Crops,Bushels per acre,Market year,2019/20,66.4
Yield/harvested acre,Oats,Crops,Bushels per acre,Market year,2020/21,66.7
Yield/harvested acre,Oats,Crops,Bushels per acre,Market year,2021/22,67.1
Yield/harvested acre,Oats,Crops,Bushels per acre,Market year,2022/23,67.4
Yield/harvested acre,Oats,Crops,Bushels per acre,Market year,2023/24,67.7
Yield/harvested acre,Oats,Crops,Bushels per acre,Market year,2024/25,68
Yield/harvested acre,Oats,Crops,Bushels per acre,Market year,2025/26,68.4
Yield/harvested acre,Oats,Crops,Bushels per acre,Market year,2026/27,68.7
Yield/harvested acre,Oats,Crops,Bushels per acre,Market year,2027/28,69
Yield/harvested acre,Oats,Crops,Bushels per acre,Market year,2028/29,69.4
Retail weight: Broilers,"Per capita meat consumption, retail weight",Livestock/Dairy,Pounds per capita,Calendar year,2017/18,90.9
Retail weight: Broilers,"Per capita meat consumption, retail weight",Livestock/Dairy,Pounds per capita,Calendar year,2018/19,92.4
Retail weight: Broilers,"Per capita meat consumption, retail weight",Livestock/Dairy,Pounds per capita,Calendar year,2019/20,93.4
Retail weight: Broilers,"Per capita meat consumption, retail weight",Livestock/Dairy,Pounds per capita,Calendar year,2020/21,93.7
Retail weight: Broilers,"Per capita meat consumption, retail weight",Livestock/Dairy,Pounds per capita,Calendar year,2021/22,94
Retail weight: Broilers,"Per capita meat consumption, retail weight",Livestock/Dairy,Pounds per capita,Calendar year,2022/23,94.1
Retail weight: Broilers,"Per capita meat consumption, retail weight",Livestock/Dairy,Pounds per capita,Calendar year,2023/24,94.2
Retail weight: Broilers,"Per capita meat consumption, retail weight",Livestock/Dairy,Pounds per capita,Calendar year,2024/25,94.5
Retail weight: Broilers,"Per capita meat consumption, retail weight",Livestock/Dairy,Pounds per capita,Calendar year,2025/26,94.7
Retail weight: Broilers,"Per capita meat consumption, retail weight",Livestock/Dairy,Pounds per capita,Calendar year,2026/27,94.8
Retail weight: Broilers,"Per capita meat consumption, retail weight",Livestock/Dairy,Pounds per capita,Calendar year,2027/28,94.6
Retail weight: Broilers,"Per capita meat consumption, retail weight",Livestock/Dairy,Pounds per capita,Calendar year,2028/29,94.3
Retail weight: Lamb & mutton,"Per capita meat consumption, retail weight",Livestock/Dairy,Pounds per capita,Calendar year,2017/18,1.1
Retail weight: Lamb & mutton,"Per capita meat consumption, retail weight",Livestock/Dairy,Pounds per capita,Calendar year,2018/19,1.1
